t,pitch_deg,gyro_dps,pitch_meas_deg,gyro_meas_dps,left_cmd_v,right_cmd_v,left_actual_v,right_actual_v,batt_v,rc_thr,rc_str,target_angle_deg,steering_cmd,lvc_active,kp_angle,ki_angle,kd_angle,kp_rate,ki_rate,kd_rate
0.140000,9.565923,-7.393925,9.493537,-7.380436,-6.000000,-6.000000,-5.913710,-5.913710,16.798433,0.000000,0.000000,0.000000,0.000000,0,11.990849,0.000009,0.349909,0.090000,0.180000,0.000400
0.144000,9.535366,-7.639181,9.477742,-7.730348,-6.000000,-6.000000,-5.923862,-5.923862,16.798378,0.000000,0.000000,0.000000,0.000000,0,11.990908,0.000009,0.349909,0.090000,0.180000,0.000400
0.148000,9.503840,-7.881574,9.467074,-8.061005,-6.000000,-6.000000,-5.932819,-5.932819,16.798323,0.000000,0.000000,0.000000,0.000000,0,11.990968,0.000010,0.349910,0.090000,0.180000,0.000400
0.152000,9.471356,-8.121078,9.459338,-8.356515,-6.000000,-6.000000,-5.940723,-5.940723,16.798267,0.000000,0.000000,0.000000,0.000000,0,11.991030,0.000010,0.349910,0.090000,0.180000,0.000400
0.156000,9.437925,-8.357678,9.451927,-8.606792,-6.000000,-6.000000,-5.947697,-5.947697,16.798212,0.000000,0.000000,0.000000,0.000000,0,11.991093,0.000011,0.349911,0.090000,0.180000,0.000400
0.160000,9.403559,-8.591366,9.442100,-8.809368,-6.000000,-6.000000,-5.953850,-5.953850,16.798156,0.000000,0.000000,0.000000,0.000000,0,11.991158,0.000012,0.349912,0.090000,0.180000,0.000400
0.164000,9.368271,-8.822139,9.427272,-8.969836,-6.000000,-6.000000,-5.959279,-5.959279,16.798100,0.000000,0.000000,0.000000,0.000000,0,11.991223,0.000012,0.349912,0.090000,0.180000,0.000400
0.168000,9.332071,-9.050004,9.405290,-9.100842,-6.000000,-6.000000,-5.964070,-5.964070,16.798045,0.000000,0.000000,0.000000,0.000000,0,11.991291,0.000013,0.349913,0.090000,0.180000,0.000400
0.172000,9.294971,-9.274971,9.374662,-9.219809,-6.000000,-6.000000,-5.968297,-5.968297,16.797989,0.000000,0.000000,0.000000,0.000000,0,11.991360,0.000014,0.349914,0.090000,0.180000,0.000400
0.176000,9.256983,-9.497053,9.334713,-9.345810,-6.000000,-6.000000,-5.972027,-5.972027,16.797933,0.000000,0.000000,0.000000,0.000000,0,11.991430,0.000014,0.349914,0.090000,0.180000,0.000400
0.180000,9.218118,-9.716271,9.285664,-9.496137,-6.000000,-6.000000,-5.975318,-5.975318,16.797877,0.000000,0.000000,0.000000,0.000000,0,11.991502,0.000015,0.349915,0.090000,0.180000,0.000400
0.184000,9.178387,-9.932645,9.228602,-9.683198,-6.000000,-6.000000,-5.978222,-5.978222,16.797821,0.000000,0.000000,0.000000,0.000000,0,11.991575,0.000016,0.349916,0.090000,0.180000,0.000400
0.188000,9.137802,-10.146201,9.165374,-9.912289,-6.000000,-6.000000,-5.980784,-5.980784,16.797766,0.000000,0.000000,0.000000,0.000000,0,11.991650,0.000017,0.349917,0.090000,0.180000,0.000400
0.192000,9.096374,-10.356966,9.098385,-10.180643,-6.000000,-6.000000,-5.983044,-5.983044,16.797710,0.000000,0.000000,0.000000,0.000000,0,11.991725,0.000017,0.349917,0.090000,0.180000,0.000400
0.196000,9.054115,-10.564969,9.030351,-10.477936,-6.000000,-6.000000,-5.985039,-5.985039,16.797654,0.000000,0.000000,0.000000,0.000000,0,11.991801,0.000018,0.349918,0.090000,0.180000,0.000400
0.200000,9.011034,-10.770241,8.964011,-10.788146,-6.000000,-6.000000,-5.986799,-5.986799,16.797598,0.000000,0.000000,0.000000,0.000000,0,11.991879,0.000019,0.349919,0.090000,0.180000,0.000400
0.204000,8.967142,-10.972815,8.901835,-11.092439,-6.000000,-6.000000,-5.988352,-5.988352,16.797542,0.000000,0.000000,0.000000,0.000000,0,11.991959,0.000020,0.349920,0.090000,0.180000,0.000400
0.208000,8.922451,-11.172725,8.845770,-11.372560,-6.000000,-6.000000,-5.989723,-5.989723,16.797486,0.000000,0.000000,0.000000,0.000000,0,11.992039,0.000020,0.349920,0.090000,0.180000,0.000400
0.212000,8.876971,-11.370005,8.797028,-11.614123,-6.000000,-6.000000,-5.990932,-5.990932,16.797430,0.000000,0.000000,0.000000,0.000000,0,11.992120,0.000021,0.349921,0.090000,0.180000,0.000400
0.216000,8.830713,-11.564691,8.755966,-11.809203,-6.000000,-6.000000,-5.991999,-5.991999,16.797374,0.000000,0.000000,0.000000,0.000000,0,11.992202,0.000022,0.349922,0.090000,0.180000,0.000400
0.220000,8.783685,-11.756818,8.722044,-11.957764,-6.000000,-6.000000,-5.992940,-5.992940,16.797318,0.000000,0.000000,0.000000,0.000000,0,11.992285,0.000023,0.349923,0.090000,0.180000,0.000400
0.224000,8.735900,-11.946423,8.693886,-12.067675,-6.000000,-6.000000,-5.993771,-5.993771,16.797262,0.000000,0.000000,0.000000,0.000000,0,11.992369,0.000024,0.349924,0.090000,0.180000,0.000400
0.228000,8.687366,-12.133543,8.669424,-12.153302,-6.000000,-6.000000,-5.994503,-5.994503,16.797206,0.000000,0.000000,0.000000,0.000000,0,11.992454,0.000025,0.349925,0.090000,0.180000,0.000400
0.232000,8.638093,-12.318215,8.646122,-12.232928,-6.000000,-6.000000,-5.995150,-5.995150,16.797150,0.000000,0.000000,0.000000,0.000000,0,11.992539,0.000025,0.349925,0.090000,0.180000,0.000400
0.236000,8.588091,-12.500476,8.621241,-12.325476,-6.000000,-6.000000,-5.995721,-5.995721,16.797094,0.000000,0.000000,0.000000,0.000000,0,11.992625,0.000026,0.349926,0.090000,0.180000,0.000400
0.240000,8.537369,-12.680363,8.592133,-12.447113,-6.000000,-6.000000,-5.996224,-5.996224,16.797038,0.000000,0.000000,0.000000,0.000000,0,11.992712,0.000027,0.349927,0.090000,0.180000,0.000400
0.244000,8.485938,-12.857912,8.556521,-12.608349,-6.000000,-6.000000,-5.996668,-5.996668,16.796982,0.000000,0.000000,0.000000,0.000000,0,11.992800,0.000028,0.349928,0.090000,0.180000,0.000400
0.248000,8.433805,-13.033162,8.512740,-12.812153,-6.000000,-6.000000,-5.997060,-5.997060,16.796926,0.000000,0.000000,0.000000,0.000000,0,11.992887,0.000029,0.349929,0.090000,0.180000,0.000400
0.252000,8.380980,-13.206147,8.459915,-13.053428,-6.000000,-6.000000,-5.997406,-5.997406,16.796871,0.000000,0.000000,0.000000,0.000000,0,11.992976,0.000030,0.349930,0.090000,0.180000,0.000400
0.256000,8.327473,-13.376906,8.398056,-13.319933,-6.000000,-6.000000,-5.997711,-5.997711,16.796815,0.000000,0.000000,0.000000,0.000000,0,11.993066,0.000031,0.349931,0.090000,0.180000,0.000400
0.260000,8.273291,-13.545474,8.328055,-13.594491,-6.000000,-6.000000,-5.997981,-5.997981,16.796759,0.000000,0.000000,0.000000,0.000000,0,11.993155,0.000032,0.349932,0.090000,0.180000,0.000400
0.264000,8.218443,-13.711887,8.251593,-13.858080,-6.000000,-6.000000,-5.998218,-5.998218,16.796703,0.000000,0.000000,0.000000,0.000000,0,11.993246,0.000032,0.349932,0.090000,0.180000,0.000400
0.268000,8.162939,-13.876180,8.170968,-14.093267,-6.000000,-6.000000,-5.998428,-5.998428,16.796647,0.000000,0.000000,0.000000,0.000000,0,11.993337,0.000033,0.349933,0.090000,0.180000,0.000400
0.272000,8.106785,-14.038389,8.088843,-14.287339,-6.000000,-6.000000,-5.998613,-5.998613,16.796591,0.000000,0.000000,0.000000,0.000000,0,11.993428,0.000034,0.349934,0.090000,0.180000,0.000400
0.276000,8.049991,-14.198549,8.007977,-14.434604,-6.000000,-6.000000,-5.998776,-5.998776,16.796535,0.000000,0.000000,0.000000,0.000000,0,11.993520,0.000035,0.349935,0.090000,0.180000,0.000400
0.280000,7.992564,-14.356693,7.930923,-14.537414,-6.000000,-6.000000,-5.998920,-5.998920,16.796479,0.000000,0.000000,0.000000,0.000000,0,11.993612,0.000036,0.349936,0.090000,0.180000,0.000400
0.284000,7.934513,-14.512856,7.859766,-14.605751,-6.000000,-6.000000,-5.999047,-5.999047,16.796423,0.000000,0.000000,0.000000,0.000000,0,11.993705,0.000037,0.349937,0.090000,0.180000,0.000400
0.288000,7.875844,-14.667072,7.795901,-14.655439,-6.000000,-6.000000,-5.999159,-5.999159,16.796367,0.000000,0.000000,0.000000,0.000000,0,11.993797,0.000038,0.349938,0.090000,0.180000,0.000400
0.292000,7.816567,-14.819373,7.739885,-14.705304,-6.000000,-6.000000,-5.999258,-5.999258,16.796311,0.000000,0.000000,0.000000,0.000000,0,11.993891,0.000039,0.349939,0.090000,0.180000,0.000400
0.296000,7.756688,-14.969792,7.691381,-14.773795,-6.000000,-6.000000,-5.999345,-5.999345,16.796255,0.000000,0.000000,0.000000,0.000000,0,11.993984,0.000040,0.349940,0.090000,0.180000,0.000400
0.300000,7.696214,-15.118361,7.649191,-14.875675,-6.000000,-6.000000,-5.999422,-5.999422,16.796199,0.000000,0.000000,0.000000,0.000000,0,11.994078,0.000041,0.349941,0.090000,0.180000,0.000400
0.304000,7.635154,-15.265113,7.611391,-15.019369,-6.000000,-6.000000,-5.999490,-5.999490,16.796143,0.000000,0.000000,0.000000,0.000000,0,11.994171,0.000042,0.349942,0.090000,0.180000,0.000400
0.308000,7.573514,-15.410078,7.575524,-15.205457,-6.000000,-6.000000,-5.999550,-5.999550,16.796087,0.000000,0.000000,0.000000,0.000000,0,11.994265,0.000043,0.349943,0.090000,0.180000,0.000400
0.312000,7.511300,-15.553287,7.538872,-15.426579,-6.000000,-6.000000,-5.999603,-5.999603,16.796031,0.000000,0.000000,0.000000,0.000000,0,11.994358,0.000044,0.349944,0.090000,0.180000,0.000400
0.316000,7.448521,-15.694770,7.498737,-15.668755,-6.000000,-6.000000,-5.999650,-5.999650,16.795975,0.000000,0.000000,0.000000,0.000000,0,11.994452,0.000045,0.349945,0.090000,0.180000,0.000400
0.320000,7.385183,-15.834558,7.452729,-15.913913,-6.000000,-6.000000,-5.999691,-5.999691,16.795919,0.000000,0.000000,0.000000,0.000000,0,11.994546,0.000045,0.349945,0.090000,0.180000,0.000400
0.324000,7.321292,-15.972680,7.399023,-16.143138,-6.000000,-6.000000,-5.999727,-5.999727,16.795863,0.000000,0.000000,0.000000,0.000000,0,11.994640,0.000046,0.349946,0.090000,0.180000,0.000400
0.328000,7.256856,-16.109164,7.336546,-16.340079,-6.000000,-6.000000,-5.999759,-5.999759,16.795807,0.000000,0.000000,0.000000,0.000000,0,11.994734,0.000047,0.349947,0.090000,0.180000,0.000400
0.332000,7.191880,-16.244040,7.265099,-16.493896,-6.000000,-6.000000,-5.999788,-5.999788,16.795751,0.000000,0.000000,0.000000,0.000000,0,11.994827,0.000048,0.349948,0.090000,0.180000,0.000400
0.336000,7.126370,-16.377336,7.185371,-16.601211,-6.000000,-6.000000,-5.999813,-5.999813,16.795695,0.000000,0.000000,0.000000,0.000000,0,11.994921,0.000049,0.349949,0.090000,0.180000,0.000400
0.340000,7.060334,-16.509079,7.098874,-16.666724,-6.000000,-6.000000,-5.999835,-5.999835,16.795639,0.000000,0.000000,0.000000,0.000000,0,11.995014,0.000050,0.349950,0.090000,0.180000,0.000400
0.344000,6.993777,-16.639296,7.007779,-16.702368,-6.000000,-6.000000,-5.999854,-5.999854,16.795583,0.000000,0.000000,0.000000,0.000000,0,11.995108,0.000051,0.349951,0.090000,0.180000,0.000400
0.348000,6.926705,-16.768014,6.914687,-16.725173,-6.000000,-6.000000,-5.999871,-5.999871,16.795527,0.000000,0.000000,0.000000,0.000000,0,11.995201,0.000052,0.349952,0.090000,0.180000,0.000400
0.352000,6.859124,-16.895260,6.822357,-16.754209,-6.000000,-6.000000,-5.999886,-5.999886,16.795471,0.000000,0.000000,0.000000,0.000000,0,11.995295,0.000053,0.349953,0.090000,0.180000,0.000400
0.356000,6.791039,-17.021059,6.733415,-16.807157,-6.000000,-6.000000,-5.999900,-5.999900,16.795415,0.000000,0.000000,0.000000,0.000000,0,11.995387,0.000054,0.349954,0.090000,0.180000,0.000400
0.360000,6.722458,-17.145437,6.650071,-16.897141,-6.000000,-6.000000,-5.999912,-5.999912,16.795359,0.000000,0.000000,0.000000,0.000000,0,11.995480,0.000055,0.349955,0.090000,0.180000,0.000400
0.364000,6.653384,-17.268419,6.573895,-17.030369,-6.000000,-6.000000,-5.999922,-5.999922,16.795303,0.000000,0.000000,0.000000,0.000000,0,11.995572,0.000056,0.349956,0.090000,0.180000,0.000400
0.368000,6.583824,-17.390030,6.505642,-17.205025,-6.000000,-6.000000,-5.999931,-5.999931,16.795247,0.000000,0.000000,0.000000,0.000000,0,11.995665,0.000057,0.349957,0.090000,0.180000,0.000400
0.372000,6.513783,-17.510293,6.445181,-17.411596,-6.000000,-6.000000,-5.999939,-5.999939,16.795191,0.000000,0.000000,0.000000,0.000000,0,11.995756,0.000058,0.349958,0.090000,0.180000,0.000400
0.376000,6.443266,-17.629234,6.391501,-17.634587,-6.000000,-6.000000,-5.999946,-5.999946,16.795135,0.000000,0.000000,0.000000,0.000000,0,11.995848,0.000059,0.349958,0.090000,0.180000,0.000400
0.380000,6.372278,-17.746875,6.342828,-17.855317,-6.000000,-6.000000,-5.999953,-5.999953,16.795079,0.000000,0.000000,0.000000,0.000000,0,11.995938,0.000059,0.349959,0.090000,0.180000,0.000400
0.384000,6.300825,-17.863239,6.296806,-18.055273,-6.000000,-6.000000,-5.999958,-5.999958,16.795023,0.000000,0.000000,0.000000,0.000000,0,11.996029,0.000060,0.349960,0.090000,0.180000,0.000400
0.388000,6.228912,-17.978349,6.250748,-18.219450,-6.000000,-6.000000,-5.999963,-5.999963,16.794967,0.000000,0.000000,0.000000,0.000000,0,11.996119,0.000061,0.349961,0.090000,0.180000,0.000400
0.392000,6.156543,-18.092227,6.201924,-18.339048,-6.000000,-6.000000,-5.999968,-5.999968,16.794911,0.000000,0.000000,0.000000,0.000000,0,11.996208,0.000062,0.349962,0.090000,0.180000,0.000400
0.396000,6.083723,-18.204896,6.147849,-18.413061,-6.000000,-6.000000,-5.999971,-5.999971,16.794855,0.000000,0.000000,0.000000,0.000000,0,11.996297,0.000063,0.349963,0.090000,0.180000,0.000400
0.400000,6.010458,-18.316377,6.086542,-18.448461,-6.000000,-6.000000,-5.999975,-5.999975,16.794799,0.000000,0.000000,0.000000,0.000000,0,11.996386,0.000064,0.349964,0.090000,0.180000,0.000400
0.404000,5.936751,-18.426692,6.016745,-18.458946,-6.000000,-6.000000,-5.999978,-5.999978,16.794743,0.000000,0.000000,0.000000,0.000000,0,11.996473,0.000065,0.349965,0.090000,0.180000,0.000400
0.408000,5.862608,-18.535860,5.938047,-18.462487,-6.000000,-6.000000,-5.999980,-5.999980,16.794687,0.000000,0.000000,0.000000,0.000000,0,11.996561,0.000066,0.349966,0.090000,0.180000,0.000400
0.412000,5.788032,-18.643903,5.850935,-18.478094,-6.000000,-6.000000,-5.999983,-5.999983,16.794631,0.000000,0.000000,0.000000,0.000000,0,11.996648,0.000067,0.349966,0.090000,0.180000,0.000400
0.416000,5.713029,-18.750840,5.756740,-18.522406,-6.000000,-6.000000,-5.999985,-5.999985,16.794575,0.000000,0.000000,0.000000,0.000000,0,11.996734,0.000067,0.349967,0.090000,0.180000,0.000400
0.420000,5.637602,-18.856693,5.657497,-18.606703,-6.000000,-6.000000,-5.999986,-5.999986,16.794519,0.000000,0.000000,0.000000,0.000000,0,11.996819,0.000068,0.349968,0.090000,0.180000,0.000400
0.424000,5.561756,-18.961480,5.555730,-18.734879,-6.000000,-6.000000,-5.999988,-5.999988,16.794463,0.000000,0.000000,0.000000,0.000000,0,11.996904,0.000069,0.349969,0.090000,0.180000,0.000400
0.428000,5.485495,-19.065220,5.454185,-18.902748,-6.000000,-6.000000,-5.999989,-5.999989,16.794407,0.000000,0.000000,0.000000,0.000000,0,11.996988,0.000070,0.349970,0.090000,0.180000,0.000400
0.432000,5.408823,-19.167932,5.355542,-19.098801,-6.000000,-6.000000,-5.999991,-5.999991,16.794351,0.000000,0.000000,0.000000,0.000000,0,11.997072,0.000071,0.349971,0.090000,0.180000,0.000400
0.436000,5.331745,-19.269635,5.262130,-19.306273,-6.000000,-6.000000,-5.999992,-5.999992,16.794295,0.000000,0.000000,0.000000,0.000000,0,11.997155,0.000072,0.349972,0.090000,0.180000,0.000400
0.440000,5.254263,-19.370348,5.175680,-19.506167,-6.000000,-6.000000,-5.999993,-5.999993,16.794239,0.000000,0.000000,0.000000,0.000000,0,11.997237,0.000072,0.349972,0.090000,0.180000,0.000400
0.444000,5.176383,-19.470087,5.097146,-19.680670,-6.000000,-6.000000,-5.999994,-5.999994,16.794183,0.000000,0.000000,0.000000,0.000000,0,11.997318,0.000073,0.349973,0.090000,0.180000,0.000400
0.448000,5.098108,-19.568872,5.026600,-19.816357,-6.000000,-6.000000,-5.999994,-5.999994,16.794127,0.000000,0.000000,0.000000,0.000000,0,11.997398,0.000074,0.349974,0.090000,0.180000,0.000400
0.452000,5.019441,-19.666718,4.963229,-19.906612,-6.000000,-6.000000,-5.999995,-5.999995,16.794071,0.000000,0.000000,0.000000,0.000000,0,11.997478,0.000075,0.349975,0.090000,0.180000,0.000400
0.456000,4.940386,-19.763644,4.905417,-19.952815,-6.000000,-6.000000,-5.999996,-5.999996,16.794015,0.000000,0.000000,0.000000,0.000000,0,11.997557,0.000076,0.349976,0.090000,0.180000,0.000400
0.460000,4.860948,-19.859665,4.850921,-19.964104,-6.000000,-6.000000,-5.999996,-5.999996,16.793959,0.000000,0.000000,0.000000,0.000000,0,11.997635,0.000076,0.349976,0.090000,0.180000,0.000400
0.464000,4.781128,-19.954799,4.797105,-19.955729,-6.000000,-6.000000,-5.999997,-5.999997,16.793903,0.000000,0.000000,0.000000,0.000000,0,11.997712,0.000077,0.349977,0.090000,0.180000,0.000400
0.468000,4.700932,-20.049062,4.741222,-19.946315,-6.000000,-6.000000,-5.999997,-5.999997,16.793847,0.000000,0.000000,0.000000,0.000000,0,11.997788,0.000078,0.349978,0.090000,0.180000,0.000400
0.472000,4.620362,-20.142469,4.680702,-19.954518,-6.000000,-6.000000,-5.999997,-5.999997,16.793791,0.000000,0.000000,0.000000,0.000000,0,11.997864,0.000079,0.349979,0.090000,0.180000,0.000400
0.476000,4.539422,-20.235037,4.613428,-19.995673,-6.000000,-6.000000,-5.999998,-5.999998,16.793735,0.000000,0.000000,0.000000,0.000000,0,11.997938,0.000079,0.349979,0.090000,0.180000,0.000400
0.480000,4.458115,-20.326781,4.537957,-20.079039,-6.000000,-6.000000,-5.999998,-5.999998,16.793679,0.000000,0.000000,0.000000,0.000000,0,11.998012,0.000080,0.349980,0.090000,0.180000,0.000400
0.484000,4.376444,-20.417715,4.453675,-20.206136,-6.000000,-6.000000,-5.999998,-5.999998,16.793623,0.000000,0.000000,0.000000,0.000000,0,11.998084,0.000081,0.349981,0.090000,0.180000,0.000400
0.488000,4.294413,-20.507855,4.360860,-20.370479,-6.000000,-6.000000,-5.999998,-5.999998,16.793567,0.000000,0.000000,0.000000,0.000000,0,11.998156,0.000082,0.349982,0.090000,0.180000,0.000400
0.492000,4.212024,-20.597216,4.260658,-20.558741,-6.000000,-6.000000,-5.999999,-5.999999,16.793511,0.000000,0.000000,0.000000,0.000000,0,11.998225,0.000082,0.349982,0.090000,0.180000,0.000400
0.496000,4.129281,-20.685812,4.154956,-20.753155,-6.000000,-6.000000,-5.999999,-5.999999,16.793455,0.000000,0.000000,0.000000,0.000000,0,11.998294,0.000083,0.349983,0.090000,0.180000,0.000400
0.500000,4.046186,-20.773656,4.046186,-20.934711,-6.000000,-6.000000,-5.999999,-5.999999,16.793399,0.000000,0.000000,0.000000,0.000000,0,11.998362,0.000084,0.349984,0.090000,0.180000,0.000400
0.504000,3.962743,-20.860764,3.937067,-21.086574,-6.000000,-6.000000,-5.999999,-5.999999,16.793343,0.000000,0.000000,0.000000,0.000000,0,11.998428,0.000084,0.349984,0.090000,0.180000,0.000400
